Data;Região;Tipologia;Nº Utentes;ID
2020-01-23;ALGARVE;ECCI;1;2020-01-23T00:00:00/ALGARVE/ECCI
2020-01-23;ALGARVE;UC;12;2020-01-23T00:00:00/ALGARVE/UC
2020-01-23;ALGARVE;ULDM;38;2020-01-23T00:00:00/ALGARVE/ULDM
2020-01-23;LISBOA E VALE DO TEJO;ECCI;16;2020-01-23T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-23;LISBOA E VALE DO TEJO;RA;1;2020-01-23T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-23;LISBOA E VALE DO TEJO;RAMo;12;2020-01-23T00:00:00/LISBOA E VALE DO TEJO/RAMo
2020-01-23;LISBOA E VALE DO TEJO;RTA;4;2020-01-23T00:00:00/LISBOA E VALE DO TEJO/RTA
2020-01-23;LISBOA E VALE DO TEJO;UCP;23;2020-01-23T00:00:00/LISBOA E VALE DO TEJO/UCP
2020-01-23;LISBOA E VALE DO TEJO;UMDR;185;2020-01-23T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-23;ALENTEJO;ECCI;14;2020-01-23T00:00:00/ALENTEJO/ECCI
2020-01-23;ALENTEJO;RAMo;4;2020-01-23T00:00:00/ALENTEJO/RAMo
2020-01-23;ALENTEJO;UC;53;2020-01-23T00:00:00/ALENTEJO/UC
2020-01-23;ALENTEJO;UMDR;17;2020-01-23T00:00:00/ALENTEJO/UMDR
2020-01-23;NORTE;RAMa;20;2020-01-23T00:00:00/NORTE/RAMa
2020-01-23;NORTE;UC;27;2020-01-23T00:00:00/NORTE/UC
2020-01-23;ALENTEJO;ULDM;83;2020-01-23T00:00:00/ALENTEJO/ULDM
2020-01-23;CENTRO;RAMo;2;2020-01-23T00:00:00/CENTRO/RAMo
2020-01-23;CENTRO;UMDR;96;2020-01-23T00:00:00/CENTRO/UMDR
2020-01-23;NORTE;ECCI;174;2020-01-23T00:00:00/NORTE/ECCI
2020-01-23;NORTE;UCP;18;2020-01-23T00:00:00/NORTE/UCP
2020-01-23;NORTE;UMDR;163;2020-01-23T00:00:00/NORTE/UMDR
2020-01-22;ALENTEJO;UC;49;2020-01-22T00:00:00/ALENTEJO/UC
2020-01-22;LISBOA E VALE DO TEJO;RA;1;2020-01-22T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-22;LISBOA E VALE DO TEJO;RAMo;12;2020-01-22T00:00:00/LISBOA E VALE DO TEJO/RAMo
2020-01-22;NORTE;UMDR;161;2020-01-22T00:00:00/NORTE/UMDR
2020-01-22;ALENTEJO;UCP;9;2020-01-22T00:00:00/ALENTEJO/UCP
2020-01-22;ALENTEJO;ULDM;81;2020-01-22T00:00:00/ALENTEJO/ULDM
2020-01-22;ALGARVE;ULDM;37;2020-01-22T00:00:00/ALGARVE/ULDM
2020-01-22;ALGARVE;UMDR;10;2020-01-22T00:00:00/ALGARVE/UMDR
2020-01-22;LISBOA E VALE DO TEJO;ULDM;277;2020-01-22T00:00:00/LISBOA E VALE DO TEJO/ULDM
2020-01-22;LISBOA E VALE DO TEJO;UMDR;175;2020-01-22T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-22;ALENTEJO;RAMo;4;2020-01-22T00:00:00/ALENTEJO/RAMo
2020-01-22;LISBOA E VALE DO TEJO;RTA;4;2020-01-22T00:00:00/LISBOA E VALE DO TEJO/RTA
2020-01-22;LISBOA E VALE DO TEJO;UC;94;2020-01-22T00:00:00/LISBOA E VALE DO TEJO/UC
2020-01-22;NORTE;ULDM;109;2020-01-22T00:00:00/NORTE/ULDM
2020-01-22;ALENTEJO;UMDR;17;2020-01-22T00:00:00/ALENTEJO/UMDR
2020-01-22;ALGARVE;UC;12;2020-01-22T00:00:00/ALGARVE/UC
2020-01-22;CENTRO;RAMo;2;2020-01-22T00:00:00/CENTRO/RAMo
2020-01-22;CENTRO;ULDM;257;2020-01-22T00:00:00/CENTRO/ULDM
2020-01-22;CENTRO;UMDR;78;2020-01-22T00:00:00/CENTRO/UMDR
2020-01-22;NORTE;RAMa;20;2020-01-22T00:00:00/NORTE/RAMa
2020-01-22;NORTE;UCP;15;2020-01-22T00:00:00/NORTE/UCP
2020-01-22;ALENTEJO;ECCI;15;2020-01-22T00:00:00/ALENTEJO/ECCI
2020-01-22;CENTRO;ECCI;34;2020-01-22T00:00:00/CENTRO/ECCI
2020-01-22;CENTRO;UC;34;2020-01-22T00:00:00/CENTRO/UC
2020-01-22;LISBOA E VALE DO TEJO;ECCI;20;2020-01-22T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-22;LISBOA E VALE DO TEJO;RAMa;14;2020-01-22T00:00:00/LISBOA E VALE DO TEJO/RAMa
2020-01-22;LISBOA E VALE DO TEJO;UCP;27;2020-01-22T00:00:00/LISBOA E VALE DO TEJO/UCP
2020-01-22;NORTE;ECCI;167;2020-01-22T00:00:00/NORTE/ECCI
2020-01-22;NORTE;UC;16;2020-01-22T00:00:00/NORTE/UC
2020-01-21;CENTRO;RAMo;2;2020-01-21T00:00:00/CENTRO/RAMo
2020-01-21;LISBOA E VALE DO TEJO;UC;100;2020-01-21T00:00:00/LISBOA E VALE DO TEJO/UC
2020-01-21;LISBOA E VALE DO TEJO;UCP;26;2020-01-21T00:00:00/LISBOA E VALE DO TEJO/UCP
2020-01-21;NORTE;ECCI;164;2020-01-21T00:00:00/NORTE/ECCI
2020-01-21;ALENTEJO;ULDM;77;2020-01-21T00:00:00/ALENTEJO/ULDM
2020-01-21;ALENTEJO;UMDR;15;2020-01-21T00:00:00/ALENTEJO/UMDR
2020-01-21;CENTRO;UMDR;81;2020-01-21T00:00:00/CENTRO/UMDR
2020-01-21;LISBOA E VALE DO TEJO;ECCI;17;2020-01-21T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-21;LISBOA E VALE DO TEJO;RA;1;2020-01-21T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-21;LISBOA E VALE DO TEJO;RAMa;14;2020-01-21T00:00:00/LISBOA E VALE DO TEJO/RAMa
2020-01-21;LISBOA E VALE DO TEJO;UMDR;177;2020-01-21T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-21;NORTE;RAMa;20;2020-01-21T00:00:00/NORTE/RAMa
2020-01-21;NORTE;UCP;12;2020-01-21T00:00:00/NORTE/UCP
2020-01-21;ALENTEJO;ECCI;14;2020-01-21T00:00:00/ALENTEJO/ECCI
2020-01-21;ALENTEJO;RAMo;4;2020-01-21T00:00:00/ALENTEJO/RAMo
2020-01-21;ALGARVE;ULDM;36;2020-01-21T00:00:00/ALGARVE/ULDM
2020-01-21;NORTE;UMDR;161;2020-01-21T00:00:00/NORTE/UMDR
2020-01-21;ALENTEJO;UC;52;2020-01-21T00:00:00/ALENTEJO/UC
2020-01-21;CENTRO;ECCI;37;2020-01-21T00:00:00/CENTRO/ECCI
2020-01-21;CENTRO;UC;31;2020-01-21T00:00:00/CENTRO/UC
2020-01-21;LISBOA E VALE DO TEJO;RAMo;12;2020-01-21T00:00:00/LISBOA E VALE DO TEJO/RAMo
2020-01-21;LISBOA E VALE DO TEJO;RTA;4;2020-01-21T00:00:00/LISBOA E VALE DO TEJO/RTA
2020-01-21;LISBOA E VALE DO TEJO;ULDM;276;2020-01-21T00:00:00/LISBOA E VALE DO TEJO/ULDM
2020-01-21;NORTE;ULDM;103;2020-01-21T00:00:00/NORTE/ULDM
2020-01-21;ALENTEJO;UCP;9;2020-01-21T00:00:00/ALENTEJO/UCP
2020-01-21;ALGARVE;UC;12;2020-01-21T00:00:00/ALGARVE/UC
2020-01-21;ALGARVE;UMDR;13;2020-01-21T00:00:00/ALGARVE/UMDR
2020-01-21;CENTRO;ULDM;256;2020-01-21T00:00:00/CENTRO/ULDM
2020-01-21;NORTE;UC;16;2020-01-21T00:00:00/NORTE/UC
2020-01-20;ALENTEJO;ULDM;78;2020-01-20T00:00:00/ALENTEJO/ULDM
2020-01-20;ALENTEJO;UMDR;11;2020-01-20T00:00:00/ALENTEJO/UMDR
2020-01-20;CENTRO;UC;26;2020-01-20T00:00:00/CENTRO/UC
2020-01-20;LISBOA E VALE DO TEJO;ECCI;16;2020-01-20T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-20;LISBOA E VALE DO TEJO;RA;1;2020-01-20T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-20;LISBOA E VALE DO TEJO;RTA;2;2020-01-20T00:00:00/LISBOA E VALE DO TEJO/RTA
2020-01-20;LISBOA E VALE DO TEJO;UC;95;2020-01-20T00:00:00/LISBOA E VALE DO TEJO/UC
2020-01-20;NORTE;ULDM;102;2020-01-20T00:00:00/NORTE/ULDM
2020-01-20;NORTE;USO;1;2020-01-20T00:00:00/NORTE/USO
2020-01-20;ALGARVE;ECCI;1;2020-01-20T00:00:00/ALGARVE/ECCI
2020-01-20;CENTRO;RAMo;2;2020-01-20T00:00:00/CENTRO/RAMo
2020-01-20;NORTE;ECCI;171;2020-01-20T00:00:00/NORTE/ECCI
2020-01-20;NORTE;RAMa;20;2020-01-20T00:00:00/NORTE/RAMa
2020-01-20;CENTRO;ULDM;256;2020-01-20T00:00:00/CENTRO/ULDM
2020-01-20;LISBOA E VALE DO TEJO;RAMa;14;2020-01-20T00:00:00/LISBOA E VALE DO TEJO/RAMa
2020-01-20;NORTE;UC;15;2020-01-20T00:00:00/NORTE/UC
2020-01-20;ALENTEJO;ECCI;20;2020-01-20T00:00:00/ALENTEJO/ECCI
2020-01-20;ALENTEJO;RAMo;4;2020-01-20T00:00:00/ALENTEJO/RAMo
2020-01-20;ALENTEJO;UC;56;2020-01-20T00:00:00/ALENTEJO/UC
2020-01-20;ALENTEJO;UCP;7;2020-01-20T00:00:00/ALENTEJO/UCP
2020-01-20;ALGARVE;ULDM;37;2020-01-20T00:00:00/ALGARVE/ULDM
2020-01-20;ALGARVE;UMDR;11;2020-01-20T00:00:00/ALGARVE/UMDR
2020-01-20;CENTRO;ECCI;38;2020-01-20T00:00:00/CENTRO/ECCI
2020-01-20;LISBOA E VALE DO TEJO;UCP;23;2020-01-20T00:00:00/LISBOA E VALE DO TEJO/UCP
2020-01-20;LISBOA E VALE DO TEJO;ULDM;276;2020-01-20T00:00:00/LISBOA E VALE DO TEJO/ULDM
2020-01-20;ALGARVE;UC;11;2020-01-20T00:00:00/ALGARVE/UC
2020-01-20;CENTRO;UMDR;74;2020-01-20T00:00:00/CENTRO/UMDR
2020-01-20;LISBOA E VALE DO TEJO;RAMo;12;2020-01-20T00:00:00/LISBOA E VALE DO TEJO/RAMo
2020-01-20;LISBOA E VALE DO TEJO;UMDR;169;2020-01-20T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-20;NORTE;UCP;11;2020-01-20T00:00:00/NORTE/UCP
2020-01-20;NORTE;UMDR;159;2020-01-20T00:00:00/NORTE/UMDR
2020-01-19;ALGARVE;ULDM;37;2020-01-19T00:00:00/ALGARVE/ULDM
2020-01-19;LISBOA E VALE DO TEJO;RAMo;12;2020-01-19T00:00:00/LISBOA E VALE DO TEJO/RAMo
2020-01-19;LISBOA E VALE DO TEJO;ULDM;280;2020-01-19T00:00:00/LISBOA E VALE DO TEJO/ULDM
2020-01-19;LISBOA E VALE DO TEJO;UMDR;163;2020-01-19T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-19;NORTE;UCP;13;2020-01-19T00:00:00/NORTE/UCP
2020-01-19;ALENTEJO;ECCI;17;2020-01-19T00:00:00/ALENTEJO/ECCI
2020-01-19;ALENTEJO;RAMo;4;2020-01-19T00:00:00/ALENTEJO/RAMo
2020-01-19;ALENTEJO;UCP;7;2020-01-19T00:00:00/ALENTEJO/UCP
2020-01-19;ALENTEJO;ULDM;75;2020-01-19T00:00:00/ALENTEJO/ULDM
2020-01-19;CENTRO;ECCI;35;2020-01-19T00:00:00/CENTRO/ECCI
2020-01-19;CENTRO;UMDR;73;2020-01-19T00:00:00/CENTRO/UMDR
2020-01-19;LISBOA E VALE DO TEJO;ECCI;19;2020-01-19T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-19;LISBOA E VALE DO TEJO;RTA;2;2020-01-19T00:00:00/LISBOA E VALE DO TEJO/RTA
2020-01-19;LISBOA E VALE DO TEJO;UCP;28;2020-01-19T00:00:00/LISBOA E VALE DO TEJO/UCP
2020-01-19;NORTE;UMDR;160;2020-01-19T00:00:00/NORTE/UMDR
2020-01-19;ALENTEJO;UMDR;12;2020-01-19T00:00:00/ALENTEJO/UMDR
2020-01-19;LISBOA E VALE DO TEJO;RAMa;14;2020-01-19T00:00:00/LISBOA E VALE DO TEJO/RAMa
2020-01-19;NORTE;UC;18;2020-01-19T00:00:00/NORTE/UC
2020-01-19;NORTE;ULDM;110;2020-01-19T00:00:00/NORTE/ULDM
2020-01-19;ALENTEJO;UC;54;2020-01-19T00:00:00/ALENTEJO/UC
2020-01-19;ALGARVE;ECCI;2;2020-01-19T00:00:00/ALGARVE/ECCI
2020-01-19;ALGARVE;UMDR;11;2020-01-19T00:00:00/ALGARVE/UMDR
2020-01-19;CENTRO;UC;38;2020-01-19T00:00:00/CENTRO/UC
2020-01-19;LISBOA E VALE DO TEJO;UC;101;2020-01-19T00:00:00/LISBOA E VALE DO TEJO/UC
2020-01-19;NORTE;ECCI;186;2020-01-19T00:00:00/NORTE/ECCI
2020-01-19;NORTE;RAMa;20;2020-01-19T00:00:00/NORTE/RAMa
2020-01-19;ALGARVE;UC;10;2020-01-19T00:00:00/ALGARVE/UC
2020-01-19;CENTRO;RAMo;2;2020-01-19T00:00:00/CENTRO/RAMo
2020-01-19;CENTRO;ULDM;256;2020-01-19T00:00:00/CENTRO/ULDM
2020-01-19;LISBOA E VALE DO TEJO;RA;1;2020-01-19T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-18;ALGARVE;UMDR;11;2020-01-18T00:00:00/ALGARVE/UMDR
2020-01-18;CENTRO;UMDR;73;2020-01-18T00:00:00/CENTRO/UMDR
2020-01-18;LISBOA E VALE DO TEJO;RAMo;12;2020-01-18T00:00:00/LISBOA E VALE DO TEJO/RAMo
2020-01-18;LISBOA E VALE DO TEJO;RTA;2;2020-01-18T00:00:00/LISBOA E VALE DO TEJO/RTA
2020-01-18;LISBOA E VALE DO TEJO;UCP;28;2020-01-18T00:00:00/LISBOA E VALE DO TEJO/UCP
2020-01-18;LISBOA E VALE DO TEJO;ULDM;280;2020-01-18T00:00:00/LISBOA E VALE DO TEJO/ULDM
2020-01-18;NORTE;RAMa;20;2020-01-18T00:00:00/NORTE/RAMa
2020-01-18;NORTE;UMDR;160;2020-01-18T00:00:00/NORTE/UMDR
2020-01-18;ALENTEJO;RAMo;4;2020-01-18T00:00:00/ALENTEJO/RAMo
2020-01-18;ALENTEJO;UC;53;2020-01-18T00:00:00/ALENTEJO/UC
2020-01-18;ALENTEJO;ULDM;75;2020-01-18T00:00:00/ALENTEJO/ULDM
2020-01-18;CENTRO;ECCI;35;2020-01-18T00:00:00/CENTRO/ECCI
2020-01-18;CENTRO;ULDM;256;2020-01-18T00:00:00/CENTRO/ULDM
2020-01-18;LISBOA E VALE DO TEJO;RAMa;14;2020-01-18T00:00:00/LISBOA E VALE DO TEJO/RAMa
2020-01-18;LISBOA E VALE DO TEJO;UC;101;2020-01-18T00:00:00/LISBOA E VALE DO TEJO/UC
2020-01-18;NORTE;UC;18;2020-01-18T00:00:00/NORTE/UC
2020-01-18;ALENTEJO;UCP;8;2020-01-18T00:00:00/ALENTEJO/UCP
2020-01-18;ALENTEJO;UMDR;12;2020-01-18T00:00:00/ALENTEJO/UMDR
2020-01-18;ALGARVE;ULDM;37;2020-01-18T00:00:00/ALGARVE/ULDM
2020-01-18;CENTRO;UC;38;2020-01-18T00:00:00/CENTRO/UC
2020-01-18;NORTE;ECCI;186;2020-01-18T00:00:00/NORTE/ECCI
2020-01-18;NORTE;UCP;13;2020-01-18T00:00:00/NORTE/UCP
2020-01-18;ALENTEJO;ECCI;17;2020-01-18T00:00:00/ALENTEJO/ECCI
2020-01-18;ALGARVE;UC;10;2020-01-18T00:00:00/ALGARVE/UC
2020-01-18;LISBOA E VALE DO TEJO;ECCI;19;2020-01-18T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-18;ALGARVE;ECCI;2;2020-01-18T00:00:00/ALGARVE/ECCI
2020-01-18;CENTRO;RAMo;2;2020-01-18T00:00:00/CENTRO/RAMo
2020-01-18;LISBOA E VALE DO TEJO;RA;1;2020-01-18T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-18;LISBOA E VALE DO TEJO;UMDR;163;2020-01-18T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-18;NORTE;ULDM;110;2020-01-18T00:00:00/NORTE/ULDM
2020-01-17;ALENTEJO;ULDM;75;2020-01-17T00:00:00/ALENTEJO/ULDM
2020-01-17;CENTRO;RAMo;2;2020-01-17T00:00:00/CENTRO/RAMo
2020-01-17;LISBOA E VALE DO TEJO;ULDM;280;2020-01-17T00:00:00/LISBOA E VALE DO TEJO/ULDM
2020-01-17;NORTE;UC;18;2020-01-17T00:00:00/NORTE/UC
2020-01-17;NORTE;UCP;13;2020-01-17T00:00:00/NORTE/UCP
2020-01-17;ALENTEJO;RAMo;4;2020-01-17T00:00:00/ALENTEJO/RAMo
2020-01-17;ALENTEJO;UC;53;2020-01-17T00:00:00/ALENTEJO/UC
2020-01-17;ALGARVE;ULDM;37;2020-01-17T00:00:00/ALGARVE/ULDM
2020-01-17;LISBOA E VALE DO TEJO;RAMa;14;2020-01-17T00:00:00/LISBOA E VALE DO TEJO/RAMa
2020-01-17;LISBOA E VALE DO TEJO;RTA;2;2020-01-17T00:00:00/LISBOA E VALE DO TEJO/RTA
2020-01-17;ALENTEJO;UMDR;12;2020-01-17T00:00:00/ALENTEJO/UMDR
2020-01-17;ALGARVE;UC;10;2020-01-17T00:00:00/ALGARVE/UC
2020-01-17;LISBOA E VALE DO TEJO;RAMo;12;2020-01-17T00:00:00/LISBOA E VALE DO TEJO/RAMo
2020-01-17;LISBOA E VALE DO TEJO;UC;101;2020-01-17T00:00:00/LISBOA E VALE DO TEJO/UC
2020-01-17;NORTE;UMDR;159;2020-01-17T00:00:00/NORTE/UMDR
2020-01-17;ALENTEJO;ECCI;17;2020-01-17T00:00:00/ALENTEJO/ECCI
2020-01-17;ALGARVE;ECCI;2;2020-01-17T00:00:00/ALGARVE/ECCI
2020-01-17;CENTRO;UC;36;2020-01-17T00:00:00/CENTRO/UC
2020-01-17;CENTRO;ULDM;254;2020-01-17T00:00:00/CENTRO/ULDM
2020-01-17;CENTRO;UMDR;74;2020-01-17T00:00:00/CENTRO/UMDR
2020-01-17;LISBOA E VALE DO TEJO;ECCI;19;2020-01-17T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-17;NORTE;ECCI;186;2020-01-17T00:00:00/NORTE/ECCI
2020-01-17;NORTE;ULDM;110;2020-01-17T00:00:00/NORTE/ULDM
2020-01-17;ALENTEJO;UCP;8;2020-01-17T00:00:00/ALENTEJO/UCP
2020-01-17;ALGARVE;UMDR;11;2020-01-17T00:00:00/ALGARVE/UMDR
2020-01-17;CENTRO;ECCI;35;2020-01-17T00:00:00/CENTRO/ECCI
2020-01-17;LISBOA E VALE DO TEJO;RA;1;2020-01-17T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-17;LISBOA E VALE DO TEJO;UCP;28;2020-01-17T00:00:00/LISBOA E VALE DO TEJO/UCP
2020-01-17;LISBOA E VALE DO TEJO;UMDR;163;2020-01-17T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-17;NORTE;RAMa;20;2020-01-17T00:00:00/NORTE/RAMa
2020-01-16;ALENTEJO;UC;52;2020-01-16T00:00:00/ALENTEJO/UC
2020-01-16;CENTRO;ECCI;37;2020-01-16T00:00:00/CENTRO/ECCI
2020-01-16;CENTRO;UMDR;89;2020-01-16T00:00:00/CENTRO/UMDR
2020-01-16;LISBOA E VALE DO TEJO;RAMa;14;2020-01-16T00:00:00/LISBOA E VALE DO TEJO/RAMa
2020-01-16;LISBOA E VALE DO TEJO;RTA;2;2020-01-16T00:00:00/LISBOA E VALE DO TEJO/RTA
2020-01-16;ALENTEJO;UCP;7;2020-01-16T00:00:00/ALENTEJO/UCP
2020-01-16;ALENTEJO;ULDM;78;2020-01-16T00:00:00/ALENTEJO/ULDM
2020-01-16;ALGARVE;ULDM;36;2020-01-16T00:00:00/ALGARVE/ULDM
2020-01-16;CENTRO;RAMo;2;2020-01-16T00:00:00/CENTRO/RAMo
2020-01-16;CENTRO;UC;31;2020-01-16T00:00:00/CENTRO/UC
2020-01-16;CENTRO;ULDM;255;2020-01-16T00:00:00/CENTRO/ULDM
2020-01-16;LISBOA E VALE DO TEJO;ECCI;15;2020-01-16T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-16;LISBOA E VALE DO TEJO;RA;1;2020-01-16T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-16;LISBOA E VALE DO TEJO;RAMo;12;2020-01-16T00:00:00/LISBOA E VALE DO TEJO/RAMo
2020-01-16;LISBOA E VALE DO TEJO;UMDR;155;2020-01-16T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-16;NORTE;UC;19;2020-01-16T00:00:00/NORTE/UC
2020-01-16;ALENTEJO;RAMo;4;2020-01-16T00:00:00/ALENTEJO/RAMo
2020-01-16;ALENTEJO;UMDR;15;2020-01-16T00:00:00/ALENTEJO/UMDR
2020-01-16;ALGARVE;ECCI;3;2020-01-16T00:00:00/ALGARVE/ECCI
2020-01-16;LISBOA E VALE DO TEJO;UC;97;2020-01-16T00:00:00/LISBOA E VALE DO TEJO/UC
2020-01-16;NORTE;ECCI;171;2020-01-16T00:00:00/NORTE/ECCI
2020-01-16;NORTE;RAMa;20;2020-01-16T00:00:00/NORTE/RAMa
2020-01-16;ALGARVE;UMDR;8;2020-01-16T00:00:00/ALGARVE/UMDR
2020-01-16;LISBOA E VALE DO TEJO;UCP;22;2020-01-16T00:00:00/LISBOA E VALE DO TEJO/UCP
2020-01-16;ALENTEJO;ECCI;15;2020-01-16T00:00:00/ALENTEJO/ECCI
2020-01-16;ALGARVE;UC;10;2020-01-16T00:00:00/ALGARVE/UC
2020-01-16;LISBOA E VALE DO TEJO;ULDM;283;2020-01-16T00:00:00/LISBOA E VALE DO TEJO/ULDM
2020-01-16;NORTE;UCP;10;2020-01-16T00:00:00/NORTE/UCP
2020-01-16;NORTE;ULDM;106;2020-01-16T00:00:00/NORTE/ULDM
2020-01-16;NORTE;UMDR;145;2020-01-16T00:00:00/NORTE/UMDR
2020-01-15;ALENTEJO;UMDR;14;2020-01-15T00:00:00/ALENTEJO/UMDR
2020-01-15;LISBOA E VALE DO TEJO;RAMo;12;2020-01-15T00:00:00/LISBOA E VALE DO TEJO/RAMo
2020-01-15;LISBOA E VALE DO TEJO;RTA;2;2020-01-15T00:00:00/LISBOA E VALE DO TEJO/RTA
2020-01-15;NORTE;UMDR;136;2020-01-15T00:00:00/NORTE/UMDR
2020-01-15;ALENTEJO;ECCI;19;2020-01-15T00:00:00/ALENTEJO/ECCI
2020-01-15;ALENTEJO;RAMo;4;2020-01-15T00:00:00/ALENTEJO/RAMo
2020-01-15;ALENTEJO;UC;53;2020-01-15T00:00:00/ALENTEJO/UC
2020-01-15;ALENTEJO;UCP;5;2020-01-15T00:00:00/ALENTEJO/UCP
2020-01-15;ALGARVE;ULDM;36;2020-01-15T00:00:00/ALGARVE/ULDM
2020-01-15;ALGARVE;UMDR;8;2020-01-15T00:00:00/ALGARVE/UMDR
2020-01-15;CENTRO;ULDM;243;2020-01-15T00:00:00/CENTRO/ULDM
2020-01-15;LISBOA E VALE DO TEJO;ECCI;16;2020-01-15T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-15;LISBOA E VALE DO TEJO;RA;1;2020-01-15T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-15;LISBOA E VALE DO TEJO;RAMa;14;2020-01-15T00:00:00/LISBOA E VALE DO TEJO/RAMa
2020-01-15;LISBOA E VALE DO TEJO;ULDM;280;2020-01-15T00:00:00/LISBOA E VALE DO TEJO/ULDM
2020-01-15;CENTRO;UMDR;74;2020-01-15T00:00:00/CENTRO/UMDR
2020-01-15;LISBOA E VALE DO TEJO;UCP;21;2020-01-15T00:00:00/LISBOA E VALE DO TEJO/UCP
2020-01-15;LISBOA E VALE DO TEJO;UMDR;151;2020-01-15T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-15;NORTE;UC;25;2020-01-15T00:00:00/NORTE/UC
2020-01-15;CENTRO;RAMo;2;2020-01-15T00:00:00/CENTRO/RAMo
2020-01-15;CENTRO;UC;20;2020-01-15T00:00:00/CENTRO/UC
2020-01-15;LISBOA E VALE DO TEJO;UC;93;2020-01-15T00:00:00/LISBOA E VALE DO TEJO/UC
2020-01-15;NORTE;UCP;10;2020-01-15T00:00:00/NORTE/UCP
2020-01-15;NORTE;ULDM;101;2020-01-15T00:00:00/NORTE/ULDM
2020-01-15;ALENTEJO;ULDM;82;2020-01-15T00:00:00/ALENTEJO/ULDM
2020-01-15;ALGARVE;ECCI;3;2020-01-15T00:00:00/ALGARVE/ECCI
2020-01-15;ALGARVE;UC;8;2020-01-15T00:00:00/ALGARVE/UC
2020-01-15;CENTRO;ECCI;37;2020-01-15T00:00:00/CENTRO/ECCI
2020-01-15;NORTE;ECCI;167;2020-01-15T00:00:00/NORTE/ECCI
2020-01-15;NORTE;RAMa;20;2020-01-15T00:00:00/NORTE/RAMa
2020-01-14;ALENTEJO;UCP;6;2020-01-14T00:00:00/ALENTEJO/UCP
2020-01-14;ALGARVE;UC;8;2020-01-14T00:00:00/ALGARVE/UC
2020-01-14;CENTRO;RAMo;2;2020-01-14T00:00:00/CENTRO/RAMo
2020-01-14;LISBOA E VALE DO TEJO;RA;1;2020-01-14T00:00:00/LISBOA E VALE DO TEJO/RA
2020-01-14;LISBOA E VALE DO TEJO;ULDM;280;2020-01-14T00:00:00/LISBOA E VALE DO TEJO/ULDM
2020-01-14;NORTE;ECCI;159;2020-01-14T00:00:00/NORTE/ECCI
2020-01-14;ALENTEJO;UMDR;12;2020-01-14T00:00:00/ALENTEJO/UMDR
2020-01-14;LISBOA E VALE DO TEJO;ECCI;15;2020-01-14T00:00:00/LISBOA E VALE DO TEJO/ECCI
2020-01-14;LISBOA E VALE DO TEJO;UMDR;137;2020-01-14T00:00:00/LISBOA E VALE DO TEJO/UMDR
2020-01-14;NORTE;UC;19;2020-01-14T00:00:00/NORTE/UC
2020-01-14;ALGARVE;ULDM;35;2020-01-14T00:00:00/ALGARVE/ULDM
2020-01-14;CENTRO;ULDM;235;2020-01-14T00:00:00/CENTRO/ULDM
2020-01-14;LISBOA E VALE DO TEJO;RAMa;14;2020-01-14T00:00:00/LISBOA E VALE DO TEJO/RAMa
2020-01-14;NORTE;UCP;10;2020-01-14T00:00:00/NORTE/UCP
2020-01-14;NORTE;ULDM;98;2020-01-14T00:00:00/NORTE/ULDM
2020-01-14;ALENTEJO;ECCI;19;2020-01-14T00:00:00/ALENTEJO/ECCI
2020-01-14;ALENTEJO;RAMo;4;2020-01-14T00:00:00/ALENTEJO/RAMo
2020-01-14;ALGARVE;ECCI;3;2020-01-14T00:00:00/ALGARVE/ECCI
2020-01-14;CENTRO;ECCI;40;2020-01-14T00:00:00/CENTRO/ECCI
2020-01-14;CENTRO;UC;21;2020-01-14T00:00:00/CENTRO/UC
2020-01-14;CENTRO;UMDR;69;2020-01-14T00:00:00/CENTRO/UMDR
2020-01-14;ALENTEJO;UC;53;2020-01-14T00:00:00/ALENTEJO/UC
