Data;Região;Tipologia;Nº Utentes;ID
2018-12-28;CENTRO;UMDR;61;2018-12-28T00:00:00/CENTRO/UMDR
2018-12-28;ALENTEJO;ULDM;102;2018-12-28T00:00:00/ALENTEJO/ULDM
2018-12-28;ALENTEJO;ECCI;11;2018-12-28T00:00:00/ALENTEJO/ECCI
2018-12-28;LISBOA E VALE DO TEJO;ULDM;321;2018-12-28T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-28;ALGARVE;ULDM;28;2018-12-28T00:00:00/ALGARVE/ULDM
2018-12-28;ALGARVE;ECCI;4;2018-12-28T00:00:00/ALGARVE/ECCI
2018-12-28;NORTE;UMDR;52;2018-12-28T00:00:00/NORTE/UMDR
2018-12-28;ALENTEJO;UMDR;52;2018-12-28T00:00:00/ALENTEJO/UMDR
2018-12-28;LISBOA E VALE DO TEJO;RTA;1;2018-12-28T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-28;NORTE;UCP;9;2018-12-28T00:00:00/NORTE/UCP
2018-12-28;NORTE;ULDM;77;2018-12-28T00:00:00/NORTE/ULDM
2018-12-28;LISBOA E VALE DO TEJO;EAD;1;2018-12-28T00:00:00/LISBOA E VALE DO TEJO/EAD
2018-12-28;NORTE;UC;14;2018-12-28T00:00:00/NORTE/UC
2018-12-28;ALGARVE;UMDR;5;2018-12-28T00:00:00/ALGARVE/UMDR
2018-12-28;NORTE;ECCI;141;2018-12-28T00:00:00/NORTE/ECCI
2018-12-28;CENTRO;ULDM;220;2018-12-28T00:00:00/CENTRO/ULDM
2018-12-28;LISBOA E VALE DO TEJO;UC;141;2018-12-28T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-28;ALENTEJO;UCP;1;2018-12-28T00:00:00/ALENTEJO/UCP
2018-12-28;ALENTEJO;UC;85;2018-12-28T00:00:00/ALENTEJO/UC
2018-12-28;CENTRO;ECCI;28;2018-12-28T00:00:00/CENTRO/ECCI
2018-12-28;LISBOA E VALE DO TEJO;ECCI;7;2018-12-28T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-28;LISBOA E VALE DO TEJO;RAMa;3;2018-12-28T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-28;LISBOA E VALE DO TEJO;UMDR;218;2018-12-28T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-28;NORTE;RAMa;15;2018-12-28T00:00:00/NORTE/RAMa
2018-12-28;ALGARVE;UC;6;2018-12-28T00:00:00/ALGARVE/UC
2018-12-28;LISBOA E VALE DO TEJO;UCP;17;2018-12-28T00:00:00/LISBOA E VALE DO TEJO/UCP
2018-12-28;CENTRO;UC;27;2018-12-28T00:00:00/CENTRO/UC
2018-12-28;CENTRO;RAMo;2;2018-12-28T00:00:00/CENTRO/RAMo
2018-12-27;LISBOA E VALE DO TEJO;EAD;1;2018-12-27T00:00:00/LISBOA E VALE DO TEJO/EAD
2018-12-27;LISBOA E VALE DO TEJO;UCP;14;2018-12-27T00:00:00/LISBOA E VALE DO TEJO/UCP
2018-12-27;LISBOA E VALE DO TEJO;ECCI;8;2018-12-27T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-27;ALGARVE;UC;5;2018-12-27T00:00:00/ALGARVE/UC
2018-12-27;ALENTEJO;UMDR;53;2018-12-27T00:00:00/ALENTEJO/UMDR
2018-12-27;ALGARVE;ECCI;3;2018-12-27T00:00:00/ALGARVE/ECCI
2018-12-27;ALENTEJO;UC;78;2018-12-27T00:00:00/ALENTEJO/UC
2018-12-27;ALGARVE;ULDM;31;2018-12-27T00:00:00/ALGARVE/ULDM
2018-12-27;NORTE;RAMa;15;2018-12-27T00:00:00/NORTE/RAMa
2018-12-27;CENTRO;UMDR;61;2018-12-27T00:00:00/CENTRO/UMDR
2018-12-27;LISBOA E VALE DO TEJO;UC;137;2018-12-27T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-27;NORTE;UMDR;42;2018-12-27T00:00:00/NORTE/UMDR
2018-12-27;LISBOA E VALE DO TEJO;RAMa;3;2018-12-27T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-27;CENTRO;ECCI;30;2018-12-27T00:00:00/CENTRO/ECCI
2018-12-27;NORTE;UCP;6;2018-12-27T00:00:00/NORTE/UCP
2018-12-27;LISBOA E VALE DO TEJO;ULDM;329;2018-12-27T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-27;CENTRO;RAMo;2;2018-12-27T00:00:00/CENTRO/RAMo
2018-12-27;ALGARVE;UMDR;6;2018-12-27T00:00:00/ALGARVE/UMDR
2018-12-27;CENTRO;UC;36;2018-12-27T00:00:00/CENTRO/UC
2018-12-27;NORTE;UC;11;2018-12-27T00:00:00/NORTE/UC
2018-12-27;ALENTEJO;ULDM;106;2018-12-27T00:00:00/ALENTEJO/ULDM
2018-12-27;LISBOA E VALE DO TEJO;RTA;1;2018-12-27T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-27;ALENTEJO;ECCI;11;2018-12-27T00:00:00/ALENTEJO/ECCI
2018-12-27;NORTE;ECCI;145;2018-12-27T00:00:00/NORTE/ECCI
2018-12-27;NORTE;ULDM;71;2018-12-27T00:00:00/NORTE/ULDM
2018-12-27;LISBOA E VALE DO TEJO;UMDR;215;2018-12-27T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-27;ALENTEJO;UCP;1;2018-12-27T00:00:00/ALENTEJO/UCP
2018-12-27;CENTRO;ULDM;222;2018-12-27T00:00:00/CENTRO/ULDM
2018-12-26;LISBOA E VALE DO TEJO;RTA;1;2018-12-26T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-26;NORTE;ULDM;74;2018-12-26T00:00:00/NORTE/ULDM
2018-12-26;ALENTEJO;UMDR;55;2018-12-26T00:00:00/ALENTEJO/UMDR
2018-12-26;CENTRO;ULDM;221;2018-12-26T00:00:00/CENTRO/ULDM
2018-12-26;LISBOA E VALE DO TEJO;ULDM;334;2018-12-26T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-26;LISBOA E VALE DO TEJO;UC;132;2018-12-26T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-26;CENTRO;UCP;1;2018-12-26T00:00:00/CENTRO/UCP
2018-12-26;ALGARVE;ECCI;2;2018-12-26T00:00:00/ALGARVE/ECCI
2018-12-26;LISBOA E VALE DO TEJO;UMDR;204;2018-12-26T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-26;LISBOA E VALE DO TEJO;EAD;1;2018-12-26T00:00:00/LISBOA E VALE DO TEJO/EAD
2018-12-26;NORTE;UMDR;47;2018-12-26T00:00:00/NORTE/UMDR
2018-12-26;NORTE;UCP;6;2018-12-26T00:00:00/NORTE/UCP
2018-12-26;CENTRO;UMDR;65;2018-12-26T00:00:00/CENTRO/UMDR
2018-12-26;ALGARVE;ULDM;30;2018-12-26T00:00:00/ALGARVE/ULDM
2018-12-26;CENTRO;RAMo;2;2018-12-26T00:00:00/CENTRO/RAMo
2018-12-26;LISBOA E VALE DO TEJO;UCP;20;2018-12-26T00:00:00/LISBOA E VALE DO TEJO/UCP
2018-12-26;NORTE;RAMa;15;2018-12-26T00:00:00/NORTE/RAMa
2018-12-26;NORTE;UC;13;2018-12-26T00:00:00/NORTE/UC
2018-12-26;ALENTEJO;UCP;2;2018-12-26T00:00:00/ALENTEJO/UCP
2018-12-26;ALENTEJO;UC;75;2018-12-26T00:00:00/ALENTEJO/UC
2018-12-26;LISBOA E VALE DO TEJO;RAMa;3;2018-12-26T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-26;ALENTEJO;ULDM;106;2018-12-26T00:00:00/ALENTEJO/ULDM
2018-12-26;ALGARVE;UC;8;2018-12-26T00:00:00/ALGARVE/UC
2018-12-26;LISBOA E VALE DO TEJO;ECCI;6;2018-12-26T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-26;CENTRO;ECCI;29;2018-12-26T00:00:00/CENTRO/ECCI
2018-12-26;NORTE;ECCI;140;2018-12-26T00:00:00/NORTE/ECCI
2018-12-26;ALGARVE;UMDR;6;2018-12-26T00:00:00/ALGARVE/UMDR
2018-12-26;CENTRO;UC;34;2018-12-26T00:00:00/CENTRO/UC
2018-12-26;ALENTEJO;ECCI;13;2018-12-26T00:00:00/ALENTEJO/ECCI
2018-12-25;ALGARVE;ULDM;30;2018-12-25T00:00:00/ALGARVE/ULDM
2018-12-25;CENTRO;EAD;1;2018-12-25T00:00:00/CENTRO/EAD
2018-12-25;NORTE;ECCI;141;2018-12-25T00:00:00/NORTE/ECCI
2018-12-25;ALENTEJO;UCP;2;2018-12-25T00:00:00/ALENTEJO/UCP
2018-12-25;ALGARVE;UMDR;8;2018-12-25T00:00:00/ALGARVE/UMDR
2018-12-25;LISBOA E VALE DO TEJO;UCP;30;2018-12-25T00:00:00/LISBOA E VALE DO TEJO/UCP
2018-12-25;LISBOA E VALE DO TEJO;RTA;1;2018-12-25T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-25;NORTE;UMDR;56;2018-12-25T00:00:00/NORTE/UMDR
2018-12-25;CENTRO;USO;1;2018-12-25T00:00:00/CENTRO/USO
2018-12-25;ALENTEJO;ULDM;107;2018-12-25T00:00:00/ALENTEJO/ULDM
2018-12-25;LISBOA E VALE DO TEJO;ULDM;350;2018-12-25T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-25;ALGARVE;UC;9;2018-12-25T00:00:00/ALGARVE/UC
2018-12-25;ALENTEJO;UC;76;2018-12-25T00:00:00/ALENTEJO/UC
2018-12-25;LISBOA E VALE DO TEJO;RAMa;3;2018-12-25T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-25;NORTE;ULDM;77;2018-12-25T00:00:00/NORTE/ULDM
2018-12-25;CENTRO;ECCI;29;2018-12-25T00:00:00/CENTRO/ECCI
2018-12-25;LISBOA E VALE DO TEJO;ECCI;9;2018-12-25T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-25;LISBOA E VALE DO TEJO;EAD;1;2018-12-25T00:00:00/LISBOA E VALE DO TEJO/EAD
2018-12-25;LISBOA E VALE DO TEJO;UC;140;2018-12-25T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-25;CENTRO;UC;42;2018-12-25T00:00:00/CENTRO/UC
2018-12-25;ALENTEJO;ECCI;17;2018-12-25T00:00:00/ALENTEJO/ECCI
2018-12-25;CENTRO;UCP;1;2018-12-25T00:00:00/CENTRO/UCP
2018-12-25;NORTE;UCP;8;2018-12-25T00:00:00/NORTE/UCP
2018-12-25;ALENTEJO;UMDR;61;2018-12-25T00:00:00/ALENTEJO/UMDR
2018-12-25;NORTE;RAMa;15;2018-12-25T00:00:00/NORTE/RAMa
2018-12-25;CENTRO;UMDR;87;2018-12-25T00:00:00/CENTRO/UMDR
2018-12-25;CENTRO;ULDM;263;2018-12-25T00:00:00/CENTRO/ULDM
2018-12-25;LISBOA E VALE DO TEJO;UMDR;232;2018-12-25T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-25;CENTRO;RAMo;2;2018-12-25T00:00:00/CENTRO/RAMo
2018-12-25;NORTE;UC;26;2018-12-25T00:00:00/NORTE/UC
2018-12-25;ALGARVE;ECCI;4;2018-12-25T00:00:00/ALGARVE/ECCI
2018-12-24;LISBOA E VALE DO TEJO;RTA;1;2018-12-24T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-24;CENTRO;ULDM;263;2018-12-24T00:00:00/CENTRO/ULDM
2018-12-24;LISBOA E VALE DO TEJO;EAD;1;2018-12-24T00:00:00/LISBOA E VALE DO TEJO/EAD
2018-12-24;LISBOA E VALE DO TEJO;ULDM;350;2018-12-24T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-24;LISBOA E VALE DO TEJO;UCP;30;2018-12-24T00:00:00/LISBOA E VALE DO TEJO/UCP
2018-12-24;CENTRO;EAD;1;2018-12-24T00:00:00/CENTRO/EAD
2018-12-24;CENTRO;RAMo;2;2018-12-24T00:00:00/CENTRO/RAMo
2018-12-24;NORTE;RAMa;15;2018-12-24T00:00:00/NORTE/RAMa
2018-12-24;ALENTEJO;UC;77;2018-12-24T00:00:00/ALENTEJO/UC
2018-12-24;NORTE;ECCI;141;2018-12-24T00:00:00/NORTE/ECCI
2018-12-24;ALENTEJO;UMDR;61;2018-12-24T00:00:00/ALENTEJO/UMDR
2018-12-24;ALGARVE;UMDR;8;2018-12-24T00:00:00/ALGARVE/UMDR
2018-12-24;CENTRO;UCP;1;2018-12-24T00:00:00/CENTRO/UCP
2018-12-24;CENTRO;ECCI;29;2018-12-24T00:00:00/CENTRO/ECCI
2018-12-24;ALGARVE;ULDM;30;2018-12-24T00:00:00/ALGARVE/ULDM
2018-12-24;ALENTEJO;ULDM;107;2018-12-24T00:00:00/ALENTEJO/ULDM
2018-12-24;LISBOA E VALE DO TEJO;UC;140;2018-12-24T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-24;LISBOA E VALE DO TEJO;UMDR;232;2018-12-24T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-24;ALENTEJO;UCP;2;2018-12-24T00:00:00/ALENTEJO/UCP
2018-12-24;CENTRO;USO;1;2018-12-24T00:00:00/CENTRO/USO
2018-12-24;CENTRO;UC;42;2018-12-24T00:00:00/CENTRO/UC
2018-12-24;NORTE;UMDR;56;2018-12-24T00:00:00/NORTE/UMDR
2018-12-24;NORTE;UC;26;2018-12-24T00:00:00/NORTE/UC
2018-12-24;ALGARVE;ECCI;4;2018-12-24T00:00:00/ALGARVE/ECCI
2018-12-24;LISBOA E VALE DO TEJO;ECCI;9;2018-12-24T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-24;LISBOA E VALE DO TEJO;RAMa;3;2018-12-24T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-24;ALENTEJO;ECCI;17;2018-12-24T00:00:00/ALENTEJO/ECCI
2018-12-24;ALGARVE;UC;9;2018-12-24T00:00:00/ALGARVE/UC
2018-12-24;NORTE;ULDM;77;2018-12-24T00:00:00/NORTE/ULDM
2018-12-24;CENTRO;UMDR;87;2018-12-24T00:00:00/CENTRO/UMDR
2018-12-24;NORTE;UCP;8;2018-12-24T00:00:00/NORTE/UCP
2018-12-23;CENTRO;EAD;1;2018-12-23T00:00:00/CENTRO/EAD
2018-12-23;NORTE;UCP;11;2018-12-23T00:00:00/NORTE/UCP
2018-12-23;LISBOA E VALE DO TEJO;RTA;1;2018-12-23T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-23;CENTRO;UMDR;86;2018-12-23T00:00:00/CENTRO/UMDR
2018-12-23;LISBOA E VALE DO TEJO;EAD;1;2018-12-23T00:00:00/LISBOA E VALE DO TEJO/EAD
2018-12-23;ALGARVE;ULDM;30;2018-12-23T00:00:00/ALGARVE/ULDM
2018-12-23;CENTRO;UCP;1;2018-12-23T00:00:00/CENTRO/UCP
2018-12-23;LISBOA E VALE DO TEJO;ULDM;350;2018-12-23T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-23;NORTE;UC;34;2018-12-23T00:00:00/NORTE/UC
2018-12-23;NORTE;ECCI;141;2018-12-23T00:00:00/NORTE/ECCI
2018-12-23;CENTRO;ECCI;29;2018-12-23T00:00:00/CENTRO/ECCI
2018-12-23;ALENTEJO;UC;75;2018-12-23T00:00:00/ALENTEJO/UC
2018-12-23;ALENTEJO;UMDR;61;2018-12-23T00:00:00/ALENTEJO/UMDR
2018-12-23;CENTRO;UC;42;2018-12-23T00:00:00/CENTRO/UC
2018-12-23;LISBOA E VALE DO TEJO;UCP;30;2018-12-23T00:00:00/LISBOA E VALE DO TEJO/UCP
2018-12-23;ALGARVE;ECCI;4;2018-12-23T00:00:00/ALGARVE/ECCI
2018-12-23;ALGARVE;UC;9;2018-12-23T00:00:00/ALGARVE/UC
2018-12-23;ALGARVE;UMDR;8;2018-12-23T00:00:00/ALGARVE/UMDR
2018-12-23;CENTRO;RAMo;2;2018-12-23T00:00:00/CENTRO/RAMo
2018-12-23;LISBOA E VALE DO TEJO;RAMa;3;2018-12-23T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-23;LISBOA E VALE DO TEJO;UC;140;2018-12-23T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-23;ALENTEJO;ULDM;107;2018-12-23T00:00:00/ALENTEJO/ULDM
2018-12-23;LISBOA E VALE DO TEJO;UMDR;232;2018-12-23T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-23;CENTRO;ULDM;263;2018-12-23T00:00:00/CENTRO/ULDM
2018-12-23;CENTRO;USO;1;2018-12-23T00:00:00/CENTRO/USO
2018-12-23;LISBOA E VALE DO TEJO;ECCI;9;2018-12-23T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-23;NORTE;ULDM;83;2018-12-23T00:00:00/NORTE/ULDM
2018-12-23;NORTE;UMDR;61;2018-12-23T00:00:00/NORTE/UMDR
2018-12-23;ALENTEJO;ECCI;14;2018-12-23T00:00:00/ALENTEJO/ECCI
2018-12-23;ALENTEJO;UCP;2;2018-12-23T00:00:00/ALENTEJO/UCP
2018-12-23;NORTE;RAMa;15;2018-12-23T00:00:00/NORTE/RAMa
2018-12-22;ALENTEJO;UCP;2;2018-12-22T00:00:00/ALENTEJO/UCP
2018-12-22;ALGARVE;ECCI;4;2018-12-22T00:00:00/ALGARVE/ECCI
2018-12-22;CENTRO;ULDM;263;2018-12-22T00:00:00/CENTRO/ULDM
2018-12-22;ALENTEJO;UC;75;2018-12-22T00:00:00/ALENTEJO/UC
2018-12-22;ALENTEJO;ECCI;14;2018-12-22T00:00:00/ALENTEJO/ECCI
2018-12-22;NORTE;ULDM;83;2018-12-22T00:00:00/NORTE/ULDM
2018-12-22;CENTRO;UC;42;2018-12-22T00:00:00/CENTRO/UC
2018-12-22;LISBOA E VALE DO TEJO;RAMa;3;2018-12-22T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-22;NORTE;UCP;11;2018-12-22T00:00:00/NORTE/UCP
2018-12-22;NORTE;UMDR;61;2018-12-22T00:00:00/NORTE/UMDR
2018-12-22;NORTE;RAMa;15;2018-12-22T00:00:00/NORTE/RAMa
2018-12-22;ALGARVE;UMDR;8;2018-12-22T00:00:00/ALGARVE/UMDR
2018-12-22;NORTE;UC;34;2018-12-22T00:00:00/NORTE/UC
2018-12-22;CENTRO;ECCI;29;2018-12-22T00:00:00/CENTRO/ECCI
2018-12-22;LISBOA E VALE DO TEJO;EAD;1;2018-12-22T00:00:00/LISBOA E VALE DO TEJO/EAD
2018-12-22;CENTRO;EAD;1;2018-12-22T00:00:00/CENTRO/EAD
2018-12-22;LISBOA E VALE DO TEJO;UMDR;232;2018-12-22T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-22;ALGARVE;ULDM;30;2018-12-22T00:00:00/ALGARVE/ULDM
2018-12-22;ALENTEJO;UMDR;61;2018-12-22T00:00:00/ALENTEJO/UMDR
2018-12-22;CENTRO;USO;1;2018-12-22T00:00:00/CENTRO/USO
2018-12-22;LISBOA E VALE DO TEJO;RTA;1;2018-12-22T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-22;LISBOA E VALE DO TEJO;ULDM;350;2018-12-22T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-22;ALENTEJO;ULDM;107;2018-12-22T00:00:00/ALENTEJO/ULDM
2018-12-22;CENTRO;UMDR;86;2018-12-22T00:00:00/CENTRO/UMDR
2018-12-22;LISBOA E VALE DO TEJO;UCP;30;2018-12-22T00:00:00/LISBOA E VALE DO TEJO/UCP
2018-12-22;LISBOA E VALE DO TEJO;ECCI;9;2018-12-22T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-22;ALGARVE;UC;9;2018-12-22T00:00:00/ALGARVE/UC
2018-12-22;CENTRO;UCP;1;2018-12-22T00:00:00/CENTRO/UCP
2018-12-22;CENTRO;RAMo;2;2018-12-22T00:00:00/CENTRO/RAMo
2018-12-22;LISBOA E VALE DO TEJO;UC;140;2018-12-22T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-22;NORTE;ECCI;141;2018-12-22T00:00:00/NORTE/ECCI
2018-12-21;CENTRO;EAD;1;2018-12-21T00:00:00/CENTRO/EAD
2018-12-21;LISBOA E VALE DO TEJO;UMDR;232;2018-12-21T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-21;LISBOA E VALE DO TEJO;ULDM;350;2018-12-21T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-21;NORTE;UCP;11;2018-12-21T00:00:00/NORTE/UCP
2018-12-21;ALGARVE;ULDM;30;2018-12-21T00:00:00/ALGARVE/ULDM
2018-12-21;CENTRO;ULDM;263;2018-12-21T00:00:00/CENTRO/ULDM
2018-12-21;NORTE;ULDM;83;2018-12-21T00:00:00/NORTE/ULDM
2018-12-21;CENTRO;UMDR;86;2018-12-21T00:00:00/CENTRO/UMDR
2018-12-21;LISBOA E VALE DO TEJO;RTA;1;2018-12-21T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-21;CENTRO;ECCI;29;2018-12-21T00:00:00/CENTRO/ECCI
2018-12-21;ALGARVE;ECCI;4;2018-12-21T00:00:00/ALGARVE/ECCI
2018-12-21;ALGARVE;UC;9;2018-12-21T00:00:00/ALGARVE/UC
2018-12-21;CENTRO;UC;41;2018-12-21T00:00:00/CENTRO/UC
2018-12-21;ALENTEJO;UC;74;2018-12-21T00:00:00/ALENTEJO/UC
2018-12-21;CENTRO;RAMo;2;2018-12-21T00:00:00/CENTRO/RAMo
2018-12-21;NORTE;UC;34;2018-12-21T00:00:00/NORTE/UC
2018-12-21;CENTRO;USO;1;2018-12-21T00:00:00/CENTRO/USO
2018-12-21;ALGARVE;UMDR;8;2018-12-21T00:00:00/ALGARVE/UMDR
2018-12-21;LISBOA E VALE DO TEJO;UC;140;2018-12-21T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-21;NORTE;RAMa;15;2018-12-21T00:00:00/NORTE/RAMa
2018-12-21;NORTE;UMDR;61;2018-12-21T00:00:00/NORTE/UMDR
2018-12-21;LISBOA E VALE DO TEJO;ECCI;9;2018-12-21T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-21;NORTE;ECCI;141;2018-12-21T00:00:00/NORTE/ECCI
2018-12-21;ALENTEJO;ECCI;14;2018-12-21T00:00:00/ALENTEJO/ECCI
2018-12-21;ALENTEJO;UCP;3;2018-12-21T00:00:00/ALENTEJO/UCP
2018-12-21;LISBOA E VALE DO TEJO;UCP;30;2018-12-21T00:00:00/LISBOA E VALE DO TEJO/UCP
2018-12-21;ALENTEJO;ULDM;108;2018-12-21T00:00:00/ALENTEJO/ULDM
2018-12-21;ALENTEJO;UMDR;61;2018-12-21T00:00:00/ALENTEJO/UMDR
2018-12-21;CENTRO;UCP;1;2018-12-21T00:00:00/CENTRO/UCP
2018-12-21;LISBOA E VALE DO TEJO;EAD;1;2018-12-21T00:00:00/LISBOA E VALE DO TEJO/EAD
2018-12-21;LISBOA E VALE DO TEJO;RAMa;3;2018-12-21T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-20;LISBOA E VALE DO TEJO;RAMa;3;2018-12-20T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-20;ALGARVE;ULDM;28;2018-12-20T00:00:00/ALGARVE/ULDM
2018-12-20;NORTE;UCP;11;2018-12-20T00:00:00/NORTE/UCP
2018-12-20;ALENTEJO;UC;70;2018-12-20T00:00:00/ALENTEJO/UC
2018-12-20;NORTE;UMDR;54;2018-12-20T00:00:00/NORTE/UMDR
2018-12-20;CENTRO;RAMo;2;2018-12-20T00:00:00/CENTRO/RAMo
2018-12-20;ALGARVE;UMDR;6;2018-12-20T00:00:00/ALGARVE/UMDR
2018-12-20;NORTE;ULDM;82;2018-12-20T00:00:00/NORTE/ULDM
2018-12-20;LISBOA E VALE DO TEJO;ECCI;8;2018-12-20T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-20;NORTE;RAMa;15;2018-12-20T00:00:00/NORTE/RAMa
2018-12-20;CENTRO;ULDM;263;2018-12-20T00:00:00/CENTRO/ULDM
2018-12-20;LISBOA E VALE DO TEJO;RTA;1;2018-12-20T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-20;ALGARVE;UC;9;2018-12-20T00:00:00/ALGARVE/UC
2018-12-20;LISBOA E VALE DO TEJO;ULDM;348;2018-12-20T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-20;NORTE;ECCI;134;2018-12-20T00:00:00/NORTE/ECCI
2018-12-20;LISBOA E VALE DO TEJO;UC;138;2018-12-20T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-20;NORTE;UC;37;2018-12-20T00:00:00/NORTE/UC
2018-12-20;ALENTEJO;ULDM;107;2018-12-20T00:00:00/ALENTEJO/ULDM
2018-12-20;ALENTEJO;UMDR;63;2018-12-20T00:00:00/ALENTEJO/UMDR
2018-12-20;LISBOA E VALE DO TEJO;UCP;26;2018-12-20T00:00:00/LISBOA E VALE DO TEJO/UCP
2018-12-20;ALENTEJO;UCP;2;2018-12-20T00:00:00/ALENTEJO/UCP
2018-12-20;CENTRO;UC;39;2018-12-20T00:00:00/CENTRO/UC
2018-12-20;CENTRO;ECCI;28;2018-12-20T00:00:00/CENTRO/ECCI
2018-12-20;ALENTEJO;ECCI;14;2018-12-20T00:00:00/ALENTEJO/ECCI
2018-12-20;ALGARVE;ECCI;2;2018-12-20T00:00:00/ALGARVE/ECCI
2018-12-20;CENTRO;UMDR;91;2018-12-20T00:00:00/CENTRO/UMDR
2018-12-20;LISBOA E VALE DO TEJO;UMDR;226;2018-12-20T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-19;ALENTEJO;ECCI;26;2018-12-19T00:00:00/ALENTEJO/ECCI
2018-12-19;ALGARVE;UC;9;2018-12-19T00:00:00/ALGARVE/UC
2018-12-19;LISBOA E VALE DO TEJO;UC;136;2018-12-19T00:00:00/LISBOA E VALE DO TEJO/UC
2018-12-19;ALENTEJO;UMDR;65;2018-12-19T00:00:00/ALENTEJO/UMDR
2018-12-19;LISBOA E VALE DO TEJO;RTA;1;2018-12-19T00:00:00/LISBOA E VALE DO TEJO/RTA
2018-12-19;LISBOA E VALE DO TEJO;UMDR;227;2018-12-19T00:00:00/LISBOA E VALE DO TEJO/UMDR
2018-12-19;ALGARVE;ULDM;28;2018-12-19T00:00:00/ALGARVE/ULDM
2018-12-19;CENTRO;ECCI;29;2018-12-19T00:00:00/CENTRO/ECCI
2018-12-19;NORTE;ULDM;74;2018-12-19T00:00:00/NORTE/ULDM
2018-12-19;ALENTEJO;ULDM;105;2018-12-19T00:00:00/ALENTEJO/ULDM
2018-12-19;CENTRO;RAMo;2;2018-12-19T00:00:00/CENTRO/RAMo
2018-12-19;NORTE;UCP;15;2018-12-19T00:00:00/NORTE/UCP
2018-12-19;NORTE;ECCI;133;2018-12-19T00:00:00/NORTE/ECCI
2018-12-19;CENTRO;UMDR;90;2018-12-19T00:00:00/CENTRO/UMDR
2018-12-19;LISBOA E VALE DO TEJO;RAMa;3;2018-12-19T00:00:00/LISBOA E VALE DO TEJO/RAMa
2018-12-19;LISBOA E VALE DO TEJO;ULDM;355;2018-12-19T00:00:00/LISBOA E VALE DO TEJO/ULDM
2018-12-19;LISBOA E VALE DO TEJO;ECCI;11;2018-12-19T00:00:00/LISBOA E VALE DO TEJO/ECCI
2018-12-19;ALGARVE;ECCI;2;2018-12-19T00:00:00/ALGARVE/ECCI
2018-12-19;ALENTEJO;UCP;2;2018-12-19T00:00:00/ALENTEJO/UCP
